targetId,targetName,comparatorId,comparatorName,targetSubjects,comparatorSubjects,mu,sigma,ease,easeLb,easeUb
904542,Triamterene,907013,Metolazone,368080,47295,-0.346816716251515,0.6290184145054027,0.5809041948571199,0.4733972821396557,0.7229262745390419
904542,Triamterene,932745,Bumetanide,367926,48912,-0.4927369583765825,0.6501719223136598,0.6645826141524269,0.5520185979790724,0.8109794597306275
904542,Triamterene,942350,Torsemide,367819,53778,-0.41848981726785967,0.6485218323252125,0.6254165351884451,0.5158553028182193,0.7665314801559282
904542,Triamterene,956874,Furosemide,356845,678717,-0.3715025299354131,0.5039001051518093,0.5087370370245474,0.42456349893753953,0.6191327566220028
904542,Triamterene,970250,Spironolactone,364782,319539,-0.32499456007696254,0.4830197425752278,0.47258950119927023,0.3941245821751669,0.5762944891701287
904542,Triamterene,974166,Hydrochlorothiazide,73987,2403640,0.1005285310126677,0.19105208258704454,0.17493126342922372,0.138401813183763,0.22527459409718364
904542,Triamterene,978555,Indapamide,367965,26174,-0.06776331511915144,0.10633825369239547,0.10341901892205696,0.06776847787165119,0.1523016176047507
904542,Triamterene,991382,Amiloride,368274,10255,-0.240105274260452,0.2711065350450111,0.2989692675163049,0.22851962120361735,0.3903409621005891
904542,Triamterene,1305447,Methyldopa,367178,35042,0.429958027037483,0.5339777622169276,0.5616780425281163,0.4546645791804793,0.6990618938464508
904542,Triamterene,1307046,Metoprolol,340038,1325438,-0.19692295510745206,0.4021489820074318,0.36102337137106577,0.29783294298246,0.44294723565821825
904542,Triamterene,1307863,Verapamil,363385,122766,-0.0566907163708765,0.1029776726113729,0.09557198211364604,0.06962180009004881,0.1314240066124268
904542,Triamterene,1308216,Lisinopril,331547,2521082,-0.035205538534973685,0.3077023958087031,0.24928534183024675,0.20491853294997897,0.31155437396570784
904542,Triamterene,1308842,Valsartan,357214,636463,-0.007919729438278926,0.18444650740914975,0.14879524468907523,0.11787503102104524,0.19020624438365452
904542,Triamterene,1309068,Minoxidil,368068,26184,-0.3076555108360293,0.47067353319500105,0.4559969220616149,0.3620811498814942,0.5795165183460953
904542,Triamterene,1309799,Eplerenone,331371,13304,-0.2184137716281582,0.4723208259577947,0.42088236986544936,0.32835288180772326,0.5411231481643315
904542,Triamterene,1313200,Nadolol,367872,23019,-0.30025416145804956,0.4372114026713118,0.4310307910696767,0.34852507193469306,0.5441296760189727
904542,Triamterene,1314002,Atenolol,353902,429125,0.06301097663964424,0.1597794067830302,0.13845359004899693,0.11094228375267745,0.1765138213589501
904542,Triamterene,1314577,Nebivolol,228969,221056,0.06884568099902935,0.0825458632114186,0.08842290121034568,0.0673094261993894,0.11594646113481089
904542,Triamterene,1317640,Telmisartan,366181,132258,-0.02002851892144261,0.24122790415833875,0.1952226194976352,0.15474059167184118,0.24992263183551988
904542,Triamterene,1317967,Aliskiren,250341,43298,0.35674440326790663,0.5873231406398537,0.557078276787526,0.432763616938711,0.722995777223141
904542,Triamterene,1318853,Nifedipine,362388,249288,-0.06415099827500734,0.4302277601115961,0.3504050827131939,0.2849947485841593,0.4392658577115722
904542,Triamterene,1319880,Nisoldipine,329763,14822,0.26962530730891127,0.2336164149860958,0.30132892941127754,0.22600925534141902,0.40523456174740136
904542,Triamterene,1326012,Isradipine,363494,10091,0.19128693800066057,0.23309480989500617,0.24931930081857256,0.17145743051257312,0.3554092412453662
904542,Triamterene,1328165,Diltiazem,361062,241770,-0.22298672456742363,0.3158282172231754,0.3143133088741923,0.25793040378183596,0.3875864269839018
904542,Triamterene,1331235,Quinapril,366637,43788,0.2769075053048948,0.2716503332655403,0.32272418146643655,0.2582379202044809,0.40540691632058556
904542,Triamterene,1332418,Amlodipine,323809,2000011,-0.12652681846725955,0.39003831195647803,0.3300020944022568,0.2716139402862303,0.4099726868122753
904542,Triamterene,1334456,Ramipril,365045,137517,0.14448204539724235,0.16740574375262274,0.18180229810816484,0.14636044248045055,0.2279757900331445
904542,Triamterene,1335471,Benazepril,345399,377728,0.24119832756911555,0.21098148866326422,0.26916563278196426,0.22429338724254055,0.32493198468632856
904542,Triamterene,1338005,Bisoprolol,366091,98888,0.02452386835370103,0.15062481013472562,0.12325282622619782,0.09584364277878676,0.16074640774340088
904542,Triamterene,1340128,Captopril,368001,12241,0.23669017473706627,0.2426890699515,0.2822825429677849,0.20993013806976757,0.3784930724169051
904542,Triamterene,1341238,Terazosin,367425,51781,-0.008540798588322246,0.37683746654444583,0.3036679919951468,0.233947449606682,0.39621274558061326
904542,Triamterene,1341927,Enalapril,365342,132554,0.1421251847046361,0.23518992312649853,0.22297403040799546,0.17777131478641994,0.2835593459130732
904542,Triamterene,1342439,Trandolapril,356205,21524,0.41740364024389276,0.3420206901394662,0.45698331280494897,0.3596798528398122,0.5872023323953397
904542,Triamterene,1344965,Guanfacine,368244,16478,-0.3636547059630033,0.6067379682601841,0.5730372453547523,0.4604816000672036,0.7222981016261598
904542,Triamterene,1346823,Carvedilol,362045,405685,-0.23096106632099112,0.4935159438585622,0.4394971637480758,0.3631469164641967,0.5382512115440765
904542,Triamterene,1347384,irbesartan,364798,188003,-0.012598057704795638,0.23407434837434304,0.1889722541921277,0.1506236749952059,0.24207274677689306
904542,Triamterene,1350489,Prazosin,368264,28955,-0.6254528933452052,0.8532635737820057,0.8612165289256604,0.7165288153238227,1.0477895831649437
904542,Triamterene,1351557,Candesartan,367375,47838,0.004008490408401219,0.1936469151925242,0.15654339837426745,0.11855384572012206,0.20930641353916046
904542,Triamterene,1353766,Propranolol,365330,208924,-0.37064697927305923,0.580335858497075,0.5575203124097046,0.4649151854011464,0.6795718410353375
904542,Triamterene,1353776,Felodipine,367256,32995,0.17175836600519875,0.19719811711992644,0.21534049697083169,0.16520873141195436,0.28251893590878674
904542,Triamterene,1363053,Doxazosin,366754,81746,-0.12824252758583454,0.43610176066446826,0.3661145644122217,0.29173904771557635,0.4659987314047396
904542,Triamterene,1363749,Fosinopril,367963,17151,0.22414652156043852,0.1567213473634546,0.2372904305910435,0.18140454792770377,0.3091392921716607
904542,Triamterene,1367500,Losartan,351800,1425119,-0.1759847289161889,0.43031139859482426,0.3748229344907359,0.31097372725041783,0.46014819355990455
904542,Triamterene,1373928,Hydralazine,364181,153045,-0.3046179413764636,0.7153748939287022,0.62702509198918,0.5159576202336513,0.772355388849411
904542,Triamterene,1386957,Labetalol,364923,183343,-0.002306194916690138,0.5539090104761137,0.44607580976110706,0.36420581721757905,0.5588832751949213
904542,Triamterene,1395058,Chlorthalidone,364326,255316,-0.13893513682840722,0.41445855705924,0.35205218170825936,0.2892717796063393,0.4357470719704706
904542,Triamterene,1398937,Clonidine,358632,324050,-0.3188134089076416,0.5760292558080746,0.5314185686749955,0.4407598591287052,0.654044033109817
904542,Triamterene,40226742,Olmesartan,349634,483245,0.03003003998884046,0.17570950850633213,0.14369586715878802,0.1134945372858236,0.18532253266383902
904542,Triamterene,40235485,Azilsartan,151871,20722,0.08383902415728264,0.11084799946239078,0.11475090315162806,0.07598980644443487,0.16456045898209304
907013,Metolazone,932745,Bumetanide,43940,47016,-0.09984151441876396,0.173464231455637,0.16276487019896302,0.1113380023949142,0.23206165915362442
907013,Metolazone,942350,Torsemide,44644,52378,-0.04123527128043814,0.20203136379959266,0.1672251498541486,0.12041524048728469,0.23008495625488212
907013,Metolazone,956874,Furosemide,28922,700937,0.014524782431730098,0.15984632901921642,0.13048399132506527,0.0926688817916026,0.1843587363285628
907013,Metolazone,970250,Spironolactone,41644,326392,0.0027690507126654877,0.3765680835538311,0.303959165200939,0.2406599439573398,0.3910609280434536
907013,Metolazone,974166,Hydrochlorothiazide,41980,2651600,0.3220050404343943,0.5938075171942001,0.5462132879964616,0.44425165859131166,0.6807476349269006
907013,Metolazone,978555,Indapamide,48852,27382,0.24791036620267748,0.43346007119797964,0.40481866253533294,0.31832378303204045,0.5199215910538129
907013,Metolazone,991382,Amiloride,48875,10618,0.07196055936482526,0.333472858614293,0.27595058191167343,0.21040742009708646,0.36733685568108987
907013,Metolazone,1305447,Methyldopa,48893,36065,0.7566886756505348,0.798238829289846,0.9082329261122679,0.7450335393272896,1.120179465482738
907013,Metolazone,1307046,Metoprolol,40024,1356198,0.1682794346459652,0.4008024227363973,0.35122998915033987,0.28262640407037076,0.4441552881743933
907013,Metolazone,1307863,Verapamil,48010,127607,0.2890470988201723,0.5145759271657403,0.47774406473584374,0.38318646682358226,0.6002843674259191
907013,Metolazone,1308216,Lisinopril,41224,2571502,0.2789488010981269,0.5448125246152103,0.4945845824554733,0.4014958569445961,0.6177827039259653
907013,Metolazone,1308842,Valsartan,44958,652041,0.3477871943145072,0.5208040287641623,0.5085991837663051,0.41461468461992834,0.6317986033609293
907013,Metolazone,1309068,Minoxidil,47860,26617,0.036055523455986144,0.47892353954541556,0.38801245013655183,0.3095376677105346,0.49734705919416045
907013,Metolazone,1309799,Eplerenone,45488,13357,0.16848794713653178,0.34545882337377504,0.31163356543156007,0.24592739614750037,0.4008243673298204
907013,Metolazone,1313200,Nadolol,48870,23637,0.050010112189602884,0.37237204749757846,0.30362808234824623,0.23621870508635956,0.39748196166433214
907013,Metolazone,1314002,Atenolol,47038,444547,0.3974772550961849,0.6044626383072452,0.5869954194022073,0.48272506500876,0.7264503088774359
907013,Metolazone,1314577,Nebivolol,35168,225931,0.42802359727962164,0.6118240193375764,0.607007600803894,0.49672362761071764,0.7512127774701876
907013,Metolazone,1317640,Telmisartan,48384,135925,0.3407413495324171,0.5208043299072532,0.5051163223327533,0.4082404848845038,0.632662389156019
907013,Metolazone,1317967,Aliskiren,37604,44085,0.7382136499842682,1.0355125806676224,1.035560404960492,0.839406680525852,1.2907627090332614
907013,Metolazone,1318853,Nifedipine,46619,255240,0.30372207670013807,0.3549435185181064,0.3837586388872327,0.31277444848833724,0.4764330471200291
907013,Metolazone,1319880,Nisoldipine,45567,15280,0.6224849832733456,0.5799435257808078,0.7119326537076729,0.5493743742809494,0.9286055361335275
907013,Metolazone,1326012,Isradipine,48501,10449,0.49424051819543435,0.4980770259839511,0.583157876082955,0.44445040171926165,0.7683374579341247
907013,Metolazone,1328165,Diltiazem,45922,249309,0.13586989102548383,0.36468345405115665,0.31412945082968813,0.25050360319780096,0.40069067368315237
907013,Metolazone,1331235,Quinapril,48627,45047,0.6850142979095456,0.7030364943785162,0.8114203910721007,0.6645670290554055,1.0010181757103602
907013,Metolazone,1332418,Amlodipine,40033,2047702,0.21441114689822355,0.4674290229835302,0.41570808330995,0.33237936686049974,0.5248380195096349
